Number,Date,Team,Polar,Tweet
21, 2019-03-22,Man City,0.43, RT ChicagosFines19 Warning viewers discretion is advised Strong languageDISTURBING VIDEO SHOWS MAN KICKING ELDERLY WOMAN IN FACE ON
22, 2019-03-22,Man City,0.25, RT TotalCristiano That is falseThis is trueRonaldo has 28 goals and 13 assists vs the current top 65 and 3 vs Man City3 an
23, 2019-03-22,Man City,0.17, Brilafm889 Fanscorner hi oge amp the sporty band up super eagles gunners for 3rd spotamp Chelsea focus on Europa m
24, 2019-03-22,Man City,0, SpikeB333 Yes which is all in the package of going to Man City Maybe a of it is mentality of playing at Man Cit
25, 2019-03-22,Man City,-0.23, Manspreading is alive and well on the Chiayi City bus line This mans entire arm is resting on my side as he plays his fucking phone game
26, 2019-03-22,Man City,0, Why Man City boss Pep Guardiola was left furious after Dani Alves snub Daily Star Daily StarManCity
27, 2019-03-22,Man City,0, RT ABC Former NYPD police officer indicted for attempting to cover up a crime scene after shooting a man in the face sources confirm to
28, 2019-03-22,Man City,0, RT ABC Former NYPD police officer indicted for attempting to cover up a crime scene after shooting a man in the face sources confirm to
29, 2019-03-22,Man City,0.43, RT ChicagosFines19 Warning viewers discretion is advised Strong languageDISTURBING VIDEO SHOWS MAN KICKING ELDERLY WOMAN IN FACE ON
30, 2019-03-22,Man City,0, Man City attacker Sterling makes tribute to DamaryDawkins
31, 2019-03-22,Man City,0.35, RT ChelseaChadder On this day 1986 ChelseaFC won the Full Members Cup David Speedie scored a hattrickChelsea 5 4 Man City https
32, 2019-03-22,Man City,0.43, RT ChicagosFines19 Warning viewers discretion is advised Strong languageDISTURBING VIDEO SHOWS MAN KICKING ELDERLY WOMAN IN FACE ON
33, 2019-03-22,Man City,0.8, RT SkySportsPL I hope Man City get over the line before Liverpool I couldnt bear to see them win it it would be a nightmare
34, 2019-03-22,Man City,0.25, RT TotalCristiano That is falseThis is trueRonaldo has 28 goals and 13 assists vs the current top 65 and 3 vs Man City3 an
35, 2019-03-22,Man City,0.43, RT ChicagosFines19 Warning viewers discretion is advised Strong languageDISTURBING VIDEO SHOWS MAN KICKING ELDERLY WOMAN IN FACE ON
36, 2019-03-22,Man City,0, RT ATNCAST I remember in 2005 when they won the Champions League amp theyre still talking about it now so it would be another 10 or 15 ye
37, 2019-03-22,Man City,0.43, RT ChicagosFines19 Warning viewers discretion is advised Strong languageDISTURBING VIDEO SHOWS MAN KICKING ELDERLY WOMAN IN FACE ON
38, 2019-03-22,Man City,-0.6, GOCOAST DailyCaller splcenter PGSittenfeldJohnCranleyChrisSeelbachvotePASTORRayshonMackSounds dirty
39, 2019-03-22,Man City,0, RT FootballFunnnys Wayne Rooney on the Premier League I hope Man City get over the line before Liverpool I remember when they wo
40, 2019-03-22,Man City,-0.5, And he spake a parable unto them to this end that men ought always to pray and not to faint Saying There was in
41, 2019-03-22,Man City,0.1, RT hughesonair A City Guard at Swedru Stationed or operating near the GN Bank area brutalises a young man with his boots while an offic
42, 2019-03-22,Man City,0.43, RT ChicagosFines19 Warning viewers discretion is advised Strong languageDISTURBING VIDEO SHOWS MAN KICKING ELDERLY WOMAN IN FACE ON
43, 2019-03-22,Man City,0.07, RT BreatheMessi Neymar is 27 lmao hes not close and will never ever surpass Messi At that age Leo was nutmegging the whole fucking Ma
44, 2019-03-22,Man City,0.25, RT TotalCristiano That is falseThis is trueRonaldo has 28 goals and 13 assists vs the current top 65 and 3 vs Man City3 an
45, 2019-03-22,Man City,0.25, RT TotalCristiano That is falseThis is trueRonaldo has 28 goals and 13 assists vs the current top 65 and 3 vs Man City3 an
46, 2019-03-22,Man City,0.29, RT EnRouteAnfield Wayne RooneyI couldnt bare to see them win the leagueRio FerdinandIt would be more painful to see Liverpool win
47, 2019-03-22,Man City,0, RT dhunts0102 If Sheffield Utd get promoted to prem they should charge all away fans 1889 for tickets as we were founded in 1889Other
48, 2019-03-22,Man City,0.19, Is Courtois better than these other worldclass goalkeepers via MarcainEnglishWhat a Jo
49, 2019-03-22,Man City,0, ArsenalReviewed But man city never wanted it So
0, 2019-03-22,Spurs,0.8, RT SportsCenter James Harden tied his careerhigh in points in a win against the Spurs
1, 2019-03-22,Spurs,0, RT BleacherReport Harden dropped 61 PTS on the Spurs and moved into 10th on the alltime 3PM list
2, 2019-03-22,Spurs,0.65, RT SportsTalkBarry Sure a guy who won Finals MVPs against KD Westbrook Harden the DuncanPop Spurs amp the 73 win Warriors in the Fin
3, 2019-03-22,Spurs,0.16, RT StevieAngeles Salute Nice to see the spurs honor a 103year old Filipino World War II veteran on military appreciation night Very t
4, 2019-03-22,Spurs,0.2, RT theScore James Harden dropped 61 vs the Spurs and then went straight to the gym JHarden13
5, 2019-03-22,Spurs,0, Spurs have learnt from the arsenal mistakes i dont remember arsenal moving in in April
6, 2019-03-22,Spurs,0, RT BleacherReport Harden dropped 61 PTS on the Spurs and moved into 10th on the alltime 3PM list
7, 2019-03-22,Spurs,0.16, RT StevieAngeles Salute Nice to see the spurs honor a 103year old Filipino World War II veteran on military appreciation night Very t
8, 2019-03-22,Spurs,0.57, RT FansBet Spurs have gone all out with their new stadium and it is seriously impressive COYScom
9, 2019-03-22,Spurs,0, RT BleacherReport Harden dropped 61 PTS on the Spurs and moved into 10th on the alltime 3PM list
10, 2019-03-22,Spurs,0, No one drops 60 on the Spurs
11, 2019-03-22,Spurs,-0.2, RT footynews34 31 to Venezuela that penalty from Josef Martinez of Atlanta United is simple and finishes the game off for Vino tinto
12, 2019-03-22,Spurs,0, NBA roundup Harden scores 61 as Rockets stopSpurs
13, 2019-03-22,Spurs,0, Bevlar90 Im up for cloning Alli if Spurs sign the second one too
14, 2019-03-22,Spurs,0, RT TheRenderNBA James Harden still putting in work after dropping 61 on the Spurs
15, 2019-03-22,Spurs,0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
16, 2019-03-22,Spurs,0.57, RT FansBet Spurs have gone all out with their new stadium and it is seriously impressive COYScom
17, 2019-03-22,Spurs,0, Exsenator challenges Trump to get Xrays proving he had bone spurs during Vietnam draft
18, 2019-03-22,Spurs,0, RT BleacherReport Harden dropped 61 PTS on the Spurs and moved into 10th on the alltime 3PM list
19, 2019-03-22,Spurs,0, RT BleacherReport Harden dropped 61 PTS on the Spurs and moved into 10th on the alltime 3PM list
20, 2019-03-22,Spurs,0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
21, 2019-03-22,Spurs,0.2, RT SpursyMorph Any chance my fellow Spurs supporters can give me a shout out Any help would be appreciated
22, 2019-03-22,Spurs,0.6, Legend Never in doubt Many Spurs fans delighted with 25yearold during England victory epl Gareth Southgat
23, 2019-03-22,Spurs,0, Spurs ace fires warning to club chiefs THFC Spurs COYS
24, 2019-03-22,Spurs,0.8, James Harden in a 111105 win vs the Spurs Tied his careerhigh 61 points on 1934 shooting 913 from 3 1417
25, 2019-03-22,Spurs,0, 1 Warriors 4922 c2 Nuggets 4922 c3 Rockets 46274 Blazers 44275 Thunder 43306 Clippers 43307 Jazz
26, 2019-03-22,Spurs,0, kingLULU shinaOJ Actually no Im just showing Shina cus he is a Spurs fan
27, 2019-03-22,Spurs,0.25, RT GrassrootsSpeak mmpadellan Pete Buttigieg taught himself Norwegian so he could read more booksHe was Magna Cum Laude at Harvard amp a
28, 2019-03-22,Spurs,0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
29, 2019-03-22,Spurs,0, RT LeeWallenmeyer thehill Sgt Bone Spurs Shultz
30, 2019-03-22,Spurs,0.23, DannyGannon SkySportsNews England I mean hes versatile and our second best defensive midfielder But I guess be
31, 2019-03-22,Spurs,0, thehill Sgt Bone Spurs Shultz
32, 2019-03-22,Spurs,0.8, RT SportsCenter James Harden tied his careerhigh in points in a win against the Spurs
33, 2019-03-22,Spurs,1, RT Lacazettes Greatest player in Tottenhams history Gareth Bale said he was fan of Arsenal and growed up watching Henry amp Bergkamp Yo
34, 2019-03-22,Spurs,0, Maybe if youre a Spurs fan it is
35, 2019-03-22,Spurs,-0.6, RT SssParody Mueller just submitted his report desperatedonnie is soiling himselfBut what do we think it means CBS is Chicken
36, 2019-03-22,Spurs,1, James Harden ties career best with 61 Rockets beat Spurs 111105
37, 2019-03-22,Spurs,0.8, RT SportsCenter James Harden tied his careerhigh in points in a win against the Spurs
38, 2019-03-22,Spurs,0.8, RT SportsCenter James Harden tied his careerhigh in points in a win against the Spurs
39, 2019-03-22,Spurs,0, kevrossjones fabs2305 I actually made a point when he got injured for Spurs I said just watch how spurs will beco
40, 2019-03-22,Spurs,0.8, RT SportsCenter James Harden tied his careerhigh in points in a win against the Spurs
41, 2019-03-22,Spurs,0.14, RT ESPNNBA Harden right back in the gym after dropping 61 on the Spurs
42, 2019-03-22,Spurs,0, MauriceIsheja There are two kinds of spurs my friend Those that come in by the door those that come in by the window
43, 2019-03-22,Spurs,0.03, steveworrell Im not the only one apparently Its just something that I will have to bear
44, 2019-03-22,Spurs,0.45, HLTCO Hes incredible just wish hed leave Spurs so I can properly appreciate his quality
45, 2019-03-22,Spurs,0, millerstow Watch spurs playing football
46, 2019-03-22,Spurs,0.48, RT STsportsdesk NBA JHarden13 equals career high 61 points in HoustonRockets win over spurs
47, 2019-03-22,Spurs,0.8, RT SportsCenter James Harden tied his careerhigh in points in a win against the Spurs
48, 2019-03-22,Spurs,0.7, niilexis MVP definitely good to Harden Im a Spurs fan and watching him turn it up yesterday DamnBut I dont th
49, 2019-03-22,Spurs,0, On the 23rd March 2014 Tottenham Hotspur played at home against Southampton The final score was Spurs 3 Southampt
0, 2019-03-22,Wolves,0, RT KimmyMonte prequels id like to see get madeJawApocalypse ThenThe Blair Witch AssignmentSnakes Getting A Ride To The Airport
1, 2019-03-22,Wolves,0.48, RT inkjunkie1984 Book review Penny Ingham The Saxon Wolves An interesting new era of histfic for me and a great readpennyingham
2, 2019-03-22,Wolves,0.5, RT Wolves A reminder that season ticket holders with 1040 loyalty points or more will be able to purchase their semifinal ticket from
3, 2019-03-22,Wolves,0, ShortBookandScribes BlogTour Extract from The Saxon Wolves by Penny Ingham pennyingham rararesources
4, 2019-03-22,Wolves,0, RT KimmyMonte prequels id like to see get madeJawApocalypse ThenThe Blair Witch AssignmentSnakes Getting A Ride To The Airport
5, 2019-03-22,Wolves,-0.4, RT omearar FFP has been a fucking farce from start to finish Clubs like Blackburn and Forest have faced transfer sanctions Bham have
6, 2019-03-22,Wolves,0, RT NeilDady I think Dans account has been hacked every time there has been a vote he was against the deal Wonder what it was about th
7, 2019-03-22,Wolves,0, RT Sirwaless Wolves Why is Jimenez not starting ahead of that fraud Silva
8, 2019-03-22,Wolves,0, RT cinematograph DANCE WITH THE WOLVES Dir Kevin CostnerCine Dean Semler
9, 2019-03-22,Wolves,0.37, Ive been in love with someone that didnt love me back and Ive been loved by someone that I didnt love back An
10, 2019-03-22,Wolves,0, I dont think anyone needs a reminder
11, 2019-03-22,Wolves,-0.4, RT omearar FFP has been a fucking farce from start to finish Clubs like Blackburn and Forest have faced transfer sanctions Bham have
12, 2019-03-22,Wolves,0.48, RT inkjunkie1984 Book review Penny Ingham The Saxon Wolves An interesting new era of histfic for me and a great readpennyingham
13, 2019-03-22,Wolves,0, markles04622898 Wolves YoungWolves rubendsneves RaulJimenez9 Morgangibbs27 StourbridgeFC StourbridgeFCDC
14, 2019-03-22,Wolves,0.5, My girl makes me claim her in front of the wolves I love it tho she gotta b tuff if we just getting started
15, 2019-03-22,Wolves,0, RT timspiersStar Conor Coady and Morgan GibbsWhite both namechecked during the England gamefirst time a Wolves players had a menti
16, 2019-03-22,Wolves,-0.4, RT SkySportsPub Wolves fans We have a pair of tickets up for grabs for the game on April 2 against ManUtdSimply RT and follow before
17, 2019-03-22,Wolves,1, Perfect distraction WWFC
18, 2019-03-22,Wolves,-0.4, RT SkySportsPub Wolves fans We have a pair of tickets up for grabs for the game on April 2 against ManUtdSimply RT and follow before
19, 2019-03-22,Wolves,0, RT KimmyMonte prequels id like to see get madeJawApocalypse ThenThe Blair Witch AssignmentSnakes Getting A Ride To The Airport
20, 2019-03-22,Wolves,0.5, A reminder that season ticket holders with 1040 loyalty points or more will be able to purchase their semifinal
21, 2019-03-22,Wolves,0, With BCFC AVFCOfficial WBA Wolves not playing this weekend why not watch a local non league team today
22, 2019-03-22,Wolves,0, 1 Warriors 4922 c2 Nuggets 4922 c3 Rockets 46274 Blazers 44275 Thunder 43306 Clippers 43307 Jazz
23, 2019-03-22,Wolves,-0.6, gets dragged away by the IFWs invisible fucking wolves
24, 2019-03-22,Wolves,0, RT KimmyMonte prequels id like to see get madeJawApocalypse ThenThe Blair Witch AssignmentSnakes Getting A Ride To The Airport
25, 2019-03-22,Wolves,0, RT KimmyMonte prequels id like to see get madeJawApocalypse ThenThe Blair Witch AssignmentSnakes Getting A Ride To The Airport
26, 2019-03-22,Wolves,0, RT KimmyMonte prequels id like to see get madeJawApocalypse ThenThe Blair Witch AssignmentSnakes Getting A Ride To The Airport
27, 2019-03-22,Wolves,0, RT KimmyMonte prequels id like to see get madeJawApocalypse ThenThe Blair Witch AssignmentSnakes Getting A Ride To The Airport
28, 2019-03-22,Wolves,-0.05, RT dinellitk With all the depressing tweets about nature this is a refreshing change And a reminder if the wolves can do it so can we T
29, 2019-03-22,Wolves,0.7, Wolves Good luck to everyone trying to get a ticket dont forget too leave one for me on Tuesday
30, 2019-03-22,Wolves,0.29, RT CureLeukaemia FundraiserFriday 1 Good luck to Wolves fan Dan Addis who is running is very first half marathon on Sunday as he take
31, 2019-03-22,Wolves,0, Wolves football journey is like watching a sports anime
32, 2019-03-22,Wolves,0, What a Cup semifinal day for AVFCOfficial WBA and BCFC and even Wolves were involved
33, 2019-03-22,Wolves,-0.4, RT omearar FFP has been a fucking farce from start to finish Clubs like Blackburn and Forest have faced transfer sanctions Bham have
34, 2019-03-22,Wolves,0, RT KimmyMonte prequels id like to see get madeJawApocalypse ThenThe Blair Witch AssignmentSnakes Getting A Ride To The Airport
35, 2019-03-22,Wolves,0, RT WeLoveWolves Spurs light show Looks absolutely class Wolves light show Pathetic trying to create an atmosphere thats not ente
36, 2019-03-22,Wolves,0.5, RT SBRWWFC Johnny Phillips writes so well about Wolves His love of the club just resonates with each article he does wwfc
37, 2019-03-22,Wolves,0, Wolves How dare you Im Park Running with AlisonLJones
38, 2019-03-22,Wolves,0, As if a reminder was needed Mr Wolf
39, 2019-03-22,Wolves,0, RT PFCOlly If you supportPortsmouthLiverpoolMan UnitedChelseaWolvesWest HamLeicester Newcastle Crystal PalaceSheff UtdLeedsV
40, 2019-03-22,Wolves,-0.4, RT SkySportsPub Wolves fans We have a pair of tickets up for grabs for the game on April 2 against ManUtdSimply RT and follow before
